Name,Gene_ID,GenomeBuild,Chr,Accession
cg00631230,65082,36,12,NM_022916.3
cg00633969,83666,36,3,NM_031458.1
cg00634577,8362,36,6,NM_003541.2
cg00635481,7629,36,6,NM_003427.3
cg00636639,92399,36,9,NM_138777.2
cg00638514,347741,36,17,NM_178233.1
cg00642303,23527,36,3,NM_012287.3
cg00643392,83546,36,19,NM_031429.1
cg00644033,57876,36,7,XM_168578.6
cg00645224,84163,36,7,NM_173537.2
cg00645579,3665,36,11,NM_001572.2
cg00645922,51014,36,5,NM_181836.3
cg00646140,414,36,X,NM_001669.2
cg00646492,9446,36,10,NM_004832.1
cg00647741,10782,36,19,NM_016324.2
cg00648153,26503,36,6,NM_012434.3
cg00648883,196549,36,13,NM_145293.2
cg00650762,2048,36,1,NM_004442.5
cg00650876,4904,36,1,NM_004559.2
cg00651216,3326,36,6,NM_007355.2
cg00653387,5764,36,7,NM_002825.5
cg00654814,146664,36,17,NM_144677.2
cg00654816,166793,36,4,NM_145291.2
cg00655307,2099,36,6,NM_000125.2
cg00655779,10574,36,2,NM_006429.2
cg00657095,5467,36,6,NM_006238.2
cg00657582,57680,36,14,NM_020920.1
cg00658007,343035,36,1,NM_183059.1
cg00658626,160762,36,12,NM_152591.1
cg00659129,50807,36,8,NM_018482.2
cg00659953,65990,36,16,NM_023933.1
cg00660989,54813,36,14,NM_017658.2
cg00661202,131474,36,3,NM_144636.1
cg00661485,2299,36,5,NM_012188.3
cg00662556,2587,36,18,NT_025004.13
cg00662775,79921,36,X,NM_001006935.1
cg00665395,9654,36,2,NM_014640.2
cg00666446,93474,36,1,NM_033213.2
cg00666746,85360,36,19,NM_033025.4
cg00668685,283375,36,12,NM_173596.1
cg00669623,985,36,1,NM_033527.1
cg00669856,10252,36,4,NM_005841.1
cg00671161,540,36,13,NM_000053.2
cg00672638,23092,36,5,NM_015071.2
cg00673020,56180,36,X,NM_019556.1
cg00673191,9980,36,21,NM_005128.2
cg00674922,6304,36,3,NM_002971.2
cg00676660,56999,36,3,NM_182920.1
cg00677811,83605,36,7,NM_031443.3
cg00678539,55329,36,15,NM_018365.1
cg00679556,11074,36,6,NM_007028.3
cg00679738,375061,36,1,NM_198552.1
cg00679763,,,,
cg00682653,10490,36,14,NM_006370.1
cg00684178,129807,36,2,NM_080741.1
cg00685836,8499,36,12,NM_003625.2
cg00686022,283461,36,12,NM_173599.1
cg00686623,823,36,11,NM_005186.2
cg00687674,283673,36,15,NM_173610.1
cg00687686,65009,36,16,NM_022910.1
cg00688421,5910,36,4,NM_021159.3
cg00689010,23385,36,1,NM_015331.2
cg00689014,2520,36,17,NM_000805.3
cg00689340,6242,36,2,NM_033046.2
cg00690049,10916,36,X,NM_014599.4
cg00690280,280664,36,20,NM_172006.2
cg00690893,9367,36,X,NM_004251.3
cg00691625,2516,36,9,NM_004959.3
cg00691822,90293,36,X,NM_033495.2
cg00692549,23435,36,1,NM_007375.3
cg00693307,7379,36,11,NM_006760.1
cg00695416,873,36,21,NM_001757.2
cg00696900,4144,36,2,NM_005911.4
cg00698688,6820,36,19,NM_177973.1
cg00702231,5325,36,6,NM_006718.2
cg00702729,55262,36,7,NM_018275.3
cg00704310,79047,36,19,NM_024076.1
cg00704909,1315,36,11,NM_016451.3
cg00705255,11026,36,19,NM_006865.2
cg00706536,535,36,17,NM_005177.2
cg00707317,23057,36,1,NM_015039.2
cg00708598,11061,36,13,NM_007015.2
cg00708642,1983,36,14,NM_001969.3
cg00711916,26504,36,2,NM_020184.2
cg00712898,55119,36,1,NM_018061.1
cg00714377,84174,36,20,NM_032214.2
cg00717862,51726,36,3,NM_016306.4
cg00718440,1029,36,9,NM_058195.2
cg00718513,28905,36,2,
cg00718748,57547,36,17,NM_020787.1
cg00720072,54708,36,10,NM_017824.4
cg00720137,83657,36,16,NM_130897.1
cg00720723,51602,36,2,NM_015934.3
cg00722300,117579,36,19,NM_080864.2
cg00724662,10482,36,11,NM_006362.3
cg00725143,9520,36,17,NM_006310.2
cg00725635,8707,36,1,NM_003783.2
cg00725777,27018,36,X,NM_206915.1
cg00727590,50487,36,22,NM_015715.2
cg00727947,353514,36,19,NM_181879.1
cg00728317,4494,36,16,NM_005949.1
cg00728398,64769,36,1,NM_022756.3
cg00728602,80737,36,6,NM_025258.1
cg00729275,147429,36,18,NM_153010.3
cg00729541,84895,36,9,NM_032809.2
cg00729708,204219,36,15,NM_178842.2
cg00729875,54873,36,1,NM_017734.2
cg00730260,144360,36,12,NM_144667.1
cg00731459,9759,36,2,NM_006037.2
cg00733682,51710,36,19,NM_016264.2
cg00734993,23787,36,6,NM_014341.1
cg00736326,10552,36,7,NM_006409.2
cg00737514,23216,36,4,NM_015173.2
cg00739120,10430,36,19,NM_032635.2
cg00741717,51311,36,X,NM_016610.2
cg00741986,,,,
cg00743372,7745,36,6,NM_006298.2
cg00744433,1525,36,21,NM_001338.3
cg00745543,341567,36,12,NM_181788.1
cg00745735,84665,36,10,NM_032578.1
cg00746083,57680,36,14,NM_020920.1
cg00746130,7920,36,6,NM_021160.1
cg00746981,3068,36,1,NM_004494.1
cg00747372,,,,
cg00747849,6576,36,22,NM_005984.1
cg00748589,,,,
cg00750606,978,36,1,NM_001785.1
cg00751288,90624,36,5,NM_181705.1
cg00754253,117245,36,11,NM_054108.1
cg00754617,171169,36,19,NM_133498.2
cg00755043,158046,36,9,NM_145283.1
cg00755709,570,36,9,NM_001701.2
cg00756058,22873,36,13,NM_198968.1
cg00756887,81607,36,1,NM_030916.1
cg00757070,7379,36,11,NM_006760.1
cg00757952,1414,36,22,NM_001887.3
cg00760203,,,,
cg00761755,124935,36,17,NM_152346.1
cg00762512,11019,36,4,NM_194451.1
cg00763679,4735,36,2,NM_001008491.1
cg00763889,54979,36,11,NM_017878.1
cg00766729,147808,36,19,NM_203374.1
cg00766889,22929,36,10,NM_012247.3
cg00767581,3233,36,2,NM_014621.2
cg00768439,4675,36,X,NM_004538.3
cg00769470,140881,36,20,NM_080831.2
cg00769520,6489,36,12,NM_003034.2
cg00770279,1032,36,19,NM_079421.2
cg00770871,7289,36,12,NM_003324.3
cg00772000,378884,36,6,NM_198586.2
cg00775197,202500,36,6,NM_182539.1
cg00777121,11186,36,3,NM_007182.4
cg00777555,378,36,3,NM_001660.2
cg00778920,27339,36,11,NM_014502.3
cg00779924,399717,36,10,NM_207423.1
cg00782174,6510,36,19,NM_005628.1
cg00782854,598,36,20,NM_001191.2
cg00783759,55132,36,4,NM_178043.1
cg00784357,5879,36,7,NM_018890.2
cg00791249,112812,36,19,NM_080665.3
cg00792687,80185,36,8,NM_025115.1
cg00792740,7337,36,15,NM_130838.1
cg00792849,57369,36,15,NM_020660.1
cg00793648,57062,36,14,NM_020414.3
cg00793774,81603,36,10,NM_030912.1
cg00795268,399879,36,11,NM_207428.1
cg00795812,5133,36,2,NM_005018.1
cg00796728,2526,36,11,NM_002033.2
cg00798206,9943,36,3,NM_005109.2
cg00799727,4110,36,X,NM_001011544.1
cg00800095,29944,36,X,NM_013364.2
cg00804048,1984,36,17,NM_001970.3
cg00804392,399,36,4,NM_004310.2
cg00806490,1012,36,16,NM_001257.3
cg00807586,9940,36,3,NM_007338.2
cg00808492,83998,36,1,NM_032044.2
cg00808545,,,,
cg00810473,79856,36,15,NM_024798.2
cg00810495,80135,36,1,NM_025065.5
cg00811081,79657,36,12,NM_024604.1
cg00812502,9993,36,22,NM_005137.1
cg00814580,79090,36,19,NM_024108.1
cg00815440,7386,36,19,NM_006003.1
cg00815583,157574,36,8,NM_172366.2
cg00815605,10965,36,14,NM_006821.3
cg00816620,81627,36,1,NM_030934.3
cg00818693,151613,36,3,NM_133462.1
cg00818872,1141,36,1,NM_000748.1
cg00819310,81839,36,1,NM_138959.1
cg00819362,25999,36,19,NM_015526.1
cg00819696,8914,36,12,NM_003920.2
cg00821764,7372,36,3,NM_000373.1
cg00822607,146542,36,16,NM_145271.3
cg00823148,1419,36,2,NM_005210.2
cg00824109,1108,36,12,NM_001273.2
cg00825031,137492,36,8,NM_152415.1
cg00826384,5803,36,7,NM_002851.1
cg00827369,7458,36,7,NM_022170.1
cg00828602,7474,36,3,NM_003392.3
cg00830029,83714,36,12,NM_031474.1
cg00830393,26018,36,3,NM_015541.2
cg00831028,51507,36,20,NM_016407.1
cg00832517,112487,36,14,NM_080664.1
cg00832994,64756,36,1,NM_022745.2
cg00833393,10488,36,9,NM_006368.4
cg00833777,3684,36,16,NM_000632.2
cg00834796,9832,36,5,NM_014790.3
cg00834958,81628,36,7,NM_030935.3
cg00836605,221895,36,7,NM_175061.2
cg00837103,1299,36,20,NM_001853.2
cg00838150,4286,36,3,NM_000248.2
cg00839584,3552,36,2,NM_000575.3
cg00839802,4121,36,6,NM_005907.2
cg00840403,10164,36,16,NM_005769.1
cg00840516,8692,36,3,NM_003773.2
cg00841581,10274,36,3,NM_005862.2
cg00842351,9414,36,9,NM_201629.1
cg00845900,51200,36,7,NM_016352.2
cg00846036,1740,36,11,NM_001364.1
cg00848394,25886,36,3,NM_015426.2
cg00848397,79154,36,17,NM_024308.2
cg00848461,53917,36,5,NM_130781.1
cg00848728,1600,36,1,NM_021080.3
cg00849368,153642,36,5,NM_198150.1
cg00850538,51232,36,2,NM_016441.1
cg00852964,8876,36,6,NM_004666.1
cg00853068,752,36,17,NM_005892.3
cg00854637,55815,36,16,NM_018430.1
cg00854995,6500,36,5,NM_006930.2
cg00856375,10213,36,2,NM_005805.2
cg00858899,595,36,11,NM_053056.1
cg00859193,51371,36,13,NM_015932.2
cg00859655,51700,36,11,NM_016229.2
cg00861635,7752,36,16,NM_198087.1
cg00862041,114928,36,X,NM_138437.3
cg00862290,27094,36,3,NM_014407.3
cg00862770,2289,36,6,NM_004117.2
cg00864867,5074,36,12,NM_002583.2
cg00870662,84552,36,18,NM_032510.2
cg00871371,,,,
cg00871453,93594,36,8,NM_145647.1
cg00873037,252969,36,8,NM_145043.1
cg00873937,220202,36,10,NM_145178.2
cg00874863,340596,36,X,NM_178175.2
cg00875272,6886,36,1,NM_003189.1
cg00876704,5585,36,19,NM_002741.3
cg00877887,405753,36,15,NM_207581.1
cg00877964,6509,36,2,NM_003038.2
cg00881086,27031,36,3,NM_153240.3
cg00881370,55908,36,19,NM_018687.3
cg00882451,7783,36,16,NM_003460.1
cg00882832,10252,36,4,NM_005841.1
cg00884221,3490,36,4,NM_001553.1
cg00884529,28969,36,7,NM_014038.1
cg00885506,114987,36,9,NM_001006615.1
cg00886554,10874,36,4,NM_006681.1
cg00887101,80789,36,11,NM_030628.1
cg00887547,51347,36,12,NM_016281.2
cg00887700,1967,36,12,NM_001414.2
cg00888007,894,36,12,NM_001759.2
cg00888479,57419,36,20,NM_020689.3
cg00888561,115825,36,13,NM_052950.2
cg00890257,123099,36,14,NM_206918.1
cg00891278,348807,36,3,NM_182628.1
cg00891541,55512,36,16,NM_018667.2
cg00892393,254528,36,16,NM_152764.1
cg00892798,4804,36,17,NM_002507.1
cg00893242,27044,36,7,NM_014390.2
cg00893636,9852,36,3,NM_014805.2
cg00893987,285855,36,6,NM_198486.2
cg00894577,11254,36,X,NM_007231.1
cg00895324,5121,36,21,NM_006198.2
cg00896220,388372,36,17,NM_207007.2
cg00897329,246269,36,6,NM_145315.3
cg00899086,55752,36,4,NM_018243.2
cg00899641,23451,36,2,NM_012433.2
cg00899659,7570,36,10,NM_006963.3
cg00901493,51087,36,17,NM_015982.1
cg00901652,9646,36,11,NM_014633.2
cg00901683,10898,36,7,NM_006693.1
cg00901704,60386,36,17,NM_021734.3
cg00901766,4298,36,19,NM_005934.2
cg00902195,341359,36,12,NM_198992.1
cg00903242,10752,36,3,NM_006614.2
cg00903375,51119,36,7,NM_016038.2
cg00903577,,,,
cg00904483,4255,36,10,NT_008818.15
cg00904574,1263,36,1,NM_004073.2
cg00905170,23212,36,8,NM_015169.3
cg00906183,9146,36,17,NM_004712.3
cg00908551,2188,36,11,NM_022725.2
cg00910067,56301,36,19,NM_019849.1
cg00910168,57647,36,12,NM_032656.2
cg00911351,8641,36,5,NM_003736.2
cg00911873,221823,36,7,NM_175886.2
cg00912191,92181,36,5,NM_152277.1
cg00912942,148345,36,1,NM_173507.1
cg00915206,2571,36,2,NM_013445.3
cg00915289,1163,36,1,NM_001826.1
cg00916199,55374,36,5,NM_018502.2
cg00916635,26191,36,1,NM_012411.2
cg00917893,5162,36,3,NM_000925.1
cg00918005,130120,36,2,NM_001008387.1
cg00918794,5479,36,15,NM_000942.4
cg00919857,29767,36,15,NM_014548.2
cg00920960,331,36,X,NM_001167.2
cg00922727,27244,36,6,NM_014454.1
cg00925229,56834,36,11,NM_020155.2
cg00925717,6338,36,16,NM_000336.1
cg00929606,7551,36,7,NM_032924.2
cg00929855,3303,36,6,NM_005345.4
cg00930078,23219,36,1,NM_015176.1
cg00930194,5626,36,5,NM_006261.2
cg00930873,8854,36,15,NM_003888.2
cg00931491,6799,36,16,NM_001054.2
cg00932276,25975,36,X,NM_015507.2
cg00933411,10395,36,8,NM_182643.1
cg00935364,11187,36,11,NM_007183.2
cg00935388,122665,36,14,NM_138331.1
cg00935430,339500,36,1,NM_178549.2
cg00936626,80235,36,3,NM_025163.2
cg00936935,,,,
cg00939965,5638,36,X,NM_000950.1
cg00940278,2627,36,18,NM_005257.3
cg00940891,53834,36,4,NM_021923.3
cg00941229,56957,36,1,NM_020205.1
cg00941549,8852,36,X,NM_003886.2
cg00943245,56097,36,5,NM_018929.2
cg00943909,2778,36,20,NT_011362.9
cg00943950,7320,36,5,NM_003337.2
cg00945507,23480,36,7,NM_014302.3
cg00945862,57835,36,2,NM_021196.2
cg00947019,94239,36,7,NM_012412.3
cg00947275,81887,36,X,NM_031206.2
cg00948500,337976,36,21,NM_181616.1
cg00948524,84282,36,17,NM_032322.3
cg00949442,21,36,16,NM_001089.1
cg00949554,10477,36,2,NM_182678.1
cg00950418,6733,36,7,NM_182691.1
cg00950621,80765,36,15,NM_030574.2
cg00951770,5875,36,14,NM_182836.1
cg00953256,595,36,11,NT_078088.3
cg00953277,6427,36,17,NM_003016.2
cg00954003,9168,36,2,NM_021103.3
cg00954566,6319,36,10,NM_005063.4
cg00955230,5982,36,7,NM_181471.1
cg00955451,321,36,15,NM_005503.2
cg00958517,6483,36,16,NM_006927.2
cg00958560,389197,36,4,NM_207405.1
cg00960702,26093,36,19,NM_015603.1
cg00962459,10887,36,2,NM_138964.2
cg00962635,94121,36,X,NM_080737.1
cg00962799,280659,36,X,NM_174961.2
cg00964109,84993,36,15,NM_032907.3
cg00967316,5506,36,7,NM_002711.2
cg00968475,80823,36,X,NM_030639.1
cg00968931,116541,36,19,NM_172251.1
cg00969271,5005,36,9,NM_000608.2
cg00969446,11033,36,7,NM_006869.1
cg00970325,344838,36,3,NM_198504.1
cg00970385,144811,36,13,NM_153218.1
cg00971396,5437,36,3,NM_006232.2
cg00973286,7132,36,12,NM_001065.2
cg00973334,91012,36,12,NM_147190.1
cg00973677,1129,36,7,NM_000739.2
cg00974864,2215,36,1,NM_000570.2
cg00976054,10476,36,17,NM_006356.2
cg00977690,7543,36,X,NM_003410.2
cg00979348,10855,36,4,NM_006665.2
cg00980978,10406,36,20,NM_080733.1
cg00981643,4204,36,X,NM_004992.2
cg00983520,1375,36,22,NM_004377.2
cg00983899,51475,36,11,NM_031204.1
cg00984602,6722,36,6,NM_003131.2
cg00986320,26999,36,5,NM_014376.1
cg00987015,1128,36,11,NM_000738.2
cg00987379,55893,36,8,NM_018660.2
cg00988256,26526,36,19,NM_012466.2
cg00995065,10599,36,12,NM_006446.2
cg00995152,153090,36,9,NT_008470.18
cg00995327,9435,36,3,NM_004267.3
cg00995520,3738,36,1,NM_002232.2
cg00997424,55361,36,10,NM_018425.2
cg01000094,144106,36,11,
cg01001286,3603,36,15,NM_004513.3
cg01003992,388152,36,15,NM_203426.1
cg01007201,50856,36,12,NM_016184.2
cg01009664,7200,36,3,NM_007117.1
cg01012572,,,,
cg01013324,1949,36,17,NM_001406.3
cg01015871,84560,36,16,NM_032935.1
cg01015879,5962,36,11,NM_002906.3
cg01017147,26052,36,1,NM_015569.2
cg01021485,53944,36,15,NM_001011664.2
cg01025762,1738,36,7,NM_000108.2
cg01025842,8717,36,16,NM_003789.2
cg01026744,266812,36,4,NM_153757.1
cg01027739,57171,36,9,NM_020438.3
cg01027805,51222,36,14,NM_016423.1
cg01029592,6665,36,17,NM_006942.1
cg01031251,6195,36,1,NM_001006665.1
cg01031400,8793,36,8,NM_003840.3
cg01033160,1054,36,19,NM_001806.2
cg01033938,11095,36,11,NM_007037.3
cg01035238,7130,36,2,NM_007115.2
cg01035422,5346,36,15,NM_002666.3
cg01036012,347688,36,10,NM_177987.1
cg01036148,6051,36,1,NM_020216.3
cg01036173,55848,36,9,NM_018465.1
cg01036779,10045,36,19,NM_005490.1
cg01037108,3313,36,5,NM_004134.4
cg01040062,124936,36,17,NM_144611.2
cg01040759,8869,36,2,NM_003896.2
cg01040850,3140,36,1,NM_001531.1
cg01041367,54968,36,8,NM_017866.3
cg01043330,79608,36,11,NM_024557.2
cg01043831,10744,36,4,NM_006607.1
cg01044662,6936,36,2,NM_003203.3
cg01044722,4628,36,17,NM_005964.1
cg01045423,11146,36,1,NM_053274.1
cg01046174,200576,36,2,NM_015040.2
cg01047414,5264,36,10,NM_006214.2
cg01048931,81552,36,7,NM_030796.2
cg01049530,651,36,4,NM_001201.1
cg01050273,,,,
cg01050433,7301,36,15,NM_006293.2
cg01053621,336,36,1,NM_001643.1
cg01055695,5047,36,9,NM_001018049.1
cg01056155,689,36,5,NM_001207.3
cg01056568,9340,36,17,NM_004246.1
cg01057962,604,36,3,NM_001706.2
cg01058368,1008,36,5,NM_006727.2
cg01062029,4920,36,9,NM_004560.2
cg01063524,4830,36,17,NM_000269.2
cg01063813,6778,36,12,NM_003153.3
cg01064307,1604,36,1,NM_000574.2
cg01064957,6643,36,5,NM_003100.2
cg01065920,55967,36,12,NM_018838.3
cg01069256,51101,36,8,NM_016010.1
cg01071811,26013,36,20,NM_015478.4
cg01072821,203074,36,8,NM_198464.1
cg01074640,3451,36,9,NM_021268.1
cg01076838,255043,36,19,NM_173804.3
cg01078276,5328,36,10,NM_002658.2
cg01078434,116511,36,6,NM_052967.1
cg01078689,5673,36,19,NM_002781.2
cg01078871,254170,36,14,NM_203301.1
cg01079126,8776,36,X,NM_003828.1
cg01080862,3597,36,X,NM_001560.2
cg01081263,57758,36,11,NM_020974.1
cg01082679,904,36,12,NM_001240.2
cg01086868,367,36,X,NM_000044.2
cg01086895,8642,36,11,NM_003737.2
cg01086978,10565,36,8,NM_006421.3
cg01087382,6885,36,6,NM_003188.2
cg01087710,80262,36,16,NM_025187.3
cg01090445,10293,36,3,NM_005879.2
cg01091448,23600,36,5,NM_014324.4
cg01091565,55897,36,15,NM_018670.1
cg01092036,4317,36,11,NM_002424.1
cg01092561,79660,36,8,NM_024607.1
cg01095395,50939,36,3,NM_016247.2
cg01095482,7075,36,1,NM_005424.2
cg01095590,9674,36,1,NM_014656.1
cg01096487,,,,
cg01097940,84727,36,12,NM_032641.1
cg01100784,23162,36,16,NM_033392.3
cg01100796,1376,36,1,NM_000098.1
cg01103730,50604,36,1,NM_018724.3
cg01103836,4650,36,19,NM_004145.2
cg01104423,27102,36,7,NM_014413.2
cg01105418,,,,
cg01106788,57724,36,18,NM_020964.1
cg01107031,7040,36,19,NM_000660.3
cg01107741,124583,36,17,NM_138793.2
cg01108476,6954,36,6,NM_018679.2
cg01109219,25780,36,2,NM_170672.1
cg01110312,2967,36,12,NM_001516.3
cg01110846,253980,36,16,NM_178863.2
cg01112452,170261,36,X,NM_173798.2
cg01112778,5521,36,5,NM_181674.1
cg01114088,54360,36,4,NM_018659.2
cg01116966,6932,36,5,NM_201633.1
cg01117627,10858,36,14,NM_006668.1
cg01119135,79098,36,1,NM_023938.4
cg01120165,83933,36,22,NM_032019.4
cg01120307,349236,36,9,NM_182635.1
cg01120308,8301,36,11,NM_007166.2
cg01120761,170482,36,12,NM_130441.2
cg01120898,3556,36,3,NM_002182.2
cg01124420,10913,36,2,NM_022336.1
cg01124961,55756,36,8,NM_018250.1
cg01125463,5190,36,6,NM_000287.2
cg01126560,286257,36,9,NM_183241.1
cg01127428,50511,36,12,NM_153694.3
cg01128603,10992,36,11,NM_006842.2
cg01129459,341883,36,14,NM_198499.1
cg01129847,374872,36,19,NM_198532.1
cg01130192,48,36,9,NM_002197.1
cg01131735,10609,36,17,NM_006455.2
cg01134491,4524,36,1,NT_021937.18
cg01135200,134957,36,6,NM_139244.2
cg01135626,1046,36,X,NM_005193.1
cg01136458,64478,36,8,NM_033225.3
cg01137065,3607,36,17,NM_181430.1
cg01137198,160760,36,12,NM_139283.1
cg01137532,22891,36,10,NM_199451.1
cg01137708,4790,36,4,NM_003998.2
cg01137737,51573,36,16,NM_016641.3
cg01138020,201305,36,17,NM_182538.3
cg01139059,7247,36,2,NM_004622.2
cg01139966,55204,36,1,NM_018178.3
cg01140782,92002,36,X,NM_152274.2
cg01141769,29761,36,21,NM_013396.3
cg01143454,128653,36,20,NM_080739.2
cg01144251,284366,36,19,NM_012315.1
cg01144286,24141,36,20,NM_012261.2
cg01145389,1031,36,1,NM_001262.2
cg01145396,1146,36,2,NM_005199.4
cg01146980,134218,36,5,NM_001012339.2
cg01148741,1844,36,2,NM_004418.2
cg01150454,64969,36,2,NM_031902.3
cg01151686,3980,36,17,NM_013975.2
cg01151699,10369,36,22,NM_006078.2
cg01152019,3233,36,2,NM_014621.2
cg01152499,54855,36,1,NM_017709.2
cg01154193,55721,36,1,NM_018134.1
cg01154537,118924,36,10,NM_203440.2
cg01154775,133015,36,4,NM_145048.2
cg01155039,81693,36,14,NM_030943.1
cg01160766,6169,36,17,NM_000999.2
cg01161216,22980,36,16,NM_014972.1
cg01161597,6873,36,8,NM_003184.2
cg01161611,114805,36,2,NM_052917.1
cg01166674,11194,36,7,NM_007188.2
cg01168201,3090,36,17,NM_006497.2
cg01169610,3631,36,2,NM_001566.1
cg01169624,8910,36,7,NM_003919.1
cg01169726,1749,36,7,NT_007933.14
cg01169778,26301,36,9,NM_021996.3
cg01171588,84640,36,4,NM_032557.4
cg01171858,6524,36,16,NM_003041.1
cg01172484,28986,36,X,NM_014061.3
cg01172656,29982,36,10,NM_030759.1
cg01172735,83667,36,1,NM_031459.3
cg01172899,151473,36,2,NM_152527.3
cg01172972,9372,36,1,NM_004799.2
cg01173186,140767,36,6,NM_080723.2
cg01173291,54993,36,15,NM_001007072.1
cg01173978,,,,
cg01176271,6642,36,15,NM_003099.3
cg01177524,4739,36,6,NM_006403.2
cg01177956,6522,36,7,NM_003040.2
cg01182585,115416,36,7,NM_138446.1
cg01182697,9528,36,1,NM_004872.3
cg01182873,50831,36,7,NM_016943.2
cg01183669,54879,36,1,NM_198327.1
cg01184449,27436,36,2,NM_019063.2
cg01184522,84838,36,1,NM_032752.1
cg01185080,374655,36,15,NM_198526.1
cg01185754,2152,36,1,NM_001993.2
cg01186777,8744,36,19,NM_003811.2
cg01190915,4502,36,16,NM_005953.2
cg01191395,112483,36,17,NM_133491.2
cg01192900,54766,36,11,NM_017589.2
cg01192952,56891,36,19,NM_020129.2
cg01193293,27036,36,19,NM_014385.1
cg01194444,4656,36,1,NM_002479.3
cg01195014,9500,36,X,NM_006986.3
cg01195053,124216,36,16,XR_001518.1
cg01195127,84272,36,2,NM_032312.2
cg01197831,8789,36,9,NM_003837.2
cg01199721,10985,36,12,NM_006836.1
cg01200060,85508,36,20,NM_033129.1
cg01200177,5433,36,2,NM_004805.2
cg01204271,51087,36,17,NM_015982.1
cg01204439,27010,36,7,NM_022445.2
cg01204985,23547,36,19,NM_012276.3
cg01206472,56993,36,22,NM_020243.4
cg01206970,8541,36,19,NM_003660.2
cg01207974,,,,
cg01208318,,,,
cg01211097,9100,36,16,NM_005153.1
cg01214209,149175,36,1,NM_152496.1
cg01214321,1808,36,8,NM_001386.4
cg01214847,64699,36,21,NM_024022.1
cg01215061,90316,36,X,NM_138960.3
cg01216369,83893,36,3,NM_031955.2
cg01220033,89891,36,9,NM_052844.3
cg01221484,201514,36,19,NM_173548.1
cg01221637,140688,36,20,NM_080616.1
cg01222684,7265,36,5,NM_003314.1
cg01226811,3764,36,12,NM_004982.2
cg01226883,4524,36,1,NT_021937.18
cg01227519,64648,36,X,NM_032417.2
cg01227741,168537,36,7,NM_153236.3
cg01228636,5728,36,10,NT_030059.12
cg01228667,83550,36,X,NM_054021.1
cg01230160,8527,36,2,NM_003648.2
cg01231779,22795,36,14,NM_007361.2
cg01234063,6484,36,11,NM_006278.1
cg01234133,1277,36,17,NM_000088.2
cg01236137,10923,36,5,NM_006713.2
cg01237132,1470,36,20,NM_001322.2
cg01240931,324,36,5,NM_000038.3
cg01241375,27130,36,9,NM_183245.1
cg01241836,7030,36,X,NM_006521.3
cg01242619,5339,36,8,NM_201379.1
cg01243790,130827,36,2,NM_144632.2
cg01244871,51115,36,8,NM_016033.1
cg01245595,4047,36,21,NM_002340.3
cg01245656,440,36,7,NM_001673.2
cg01246254,59338,36,10,NM_021622.3
cg01246405,6786,36,11,NM_003156.2
cg01248426,245972,36,8,NM_152565.1
cg01249910,112483,36,17,NM_133491.2
cg01251255,55695,36,7,NM_018044.2
cg01252496,55850,36,19,NM_018467.2
cg01253107,30968,36,9,NM_013442.1
cg01253545,91445,36,22,NM_152267.2
cg01254459,5706,36,14,NM_002806.2
cg01254505,684,36,19,NM_004335.2
cg01255349,8496,36,12,NM_003622.2
cg01255591,140902,36,20,NM_178491.2
cg01257202,1736,36,X,NM_001363.2
cg01259619,3707,36,1,NM_002221.2
cg01260219,11095,36,11,NM_007037.3
cg01261503,11232,36,17,NM_007215.2
cg01261535,84656,36,16,NM_032569.2
cg01262913,257203,36,21,NM_148675.2
cg01263716,7262,36,11,NM_003311.3
cg01264826,58190,36,2,NM_021198.1
cg01265637,128653,36,20,NM_080739.2
cg01267315,55182,36,1,NM_018150.2
cg01269048,57221,36,6,NM_020340.2
cg01269795,10384,36,6,NM_006994.3
cg01272601,22848,36,2,NM_014911.2
cg01273150,23603,36,12,NM_014325.2
cg01274324,55264,36,21,NM_018277.1
cg01274660,7205,36,7,NM_003302.1
cg01275830,79946,36,10,NM_024886.1
cg01277844,90780,36,1,NM_138300.3
cg01278291,79930,36,5,NM_024872.1
cg01278696,8467,36,4,NM_003601.2
cg01280080,471,36,2,NM_004044.4
cg01281797,388695,36,1,NM_212551.2
cg01281904,4986,36,8,NM_000912.3
cg01282074,1482,36,5,NM_004387.2
cg01282432,54916,36,14,NM_017799.2
cg01283289,79611,36,12,NM_024560.2
cg01284306,54149,36,21,NM_017447.2
cg01284619,610,36,19,NM_001194.2
cg01286930,,,,
cg01288067,9833,36,9,NM_014791.2
cg01288089,3627,36,4,NM_001565.1
cg01288598,9308,36,6,NM_004233.2
cg01289103,125113,36,17,NM_152349.1
cg01291404,1280,36,12,NM_001844.3
cg01292265,10528,36,20,NM_006392.2
cg01293143,6919,36,20,NM_003195.4
